GEOID10,pop,sldl_2000,sldl_2013,sldu_2000,cd_2003,sldl_2010,sldu_2013,sldu_2010
100030124004010,13,013,013,007,0,012,007,007
100030124004011,15,013,013,007,0,012,007,007
100030124004012,20,013,013,007,0,012,007,007
100030124004013,0,013,013,007,0,012,007,007
100030124004014,8,013,013,007,0,012,007,007
100030124004015,31,013,013,007,0,012,007,007
100030124004016,38,013,013,007,0,012,007,007
100030124004017,87,013,013,007,0,012,007,007
100030124004018,138,013,013,007,0,012,007,007
100030124004019,15,013,013,007,0,012,007,007
100030124004020,18,013,013,007,0,012,007,007
100030124004021,17,013,013,007,0,012,007,007
100030124004022,73,013,013,007,0,012,007,007
100030124004023,19,013,013,007,0,012,007,007
100030124004024,0,013,013,007,0,012,007,007
100030124004025,0,013,013,007,0,012,007,007
100030124004026,0,013,013,007,0,012,007,007
100030124004027,0,013,013,007,0,012,007,007
100030124004028,0,013,013,007,0,012,007,007
100030124004029,0,013,013,007,0,012,007,007
100030124004030,64,013,013,007,0,012,007,007
100030124004031,58,013,013,007,0,012,007,007
100030124004032,48,013,013,007,0,012,007,007
100030124004033,90,013,013,007,0,012,007,007
100030124004034,10,013,013,007,0,012,007,007
100030124004035,26,013,013,007,0,012,007,007
100030124004036,0,012,013,007,0,012,007,007
100030124004037,0,013,013,007,0,012,007,007
100030124004038,46,013,013,007,0,012,007,007
100030124004039,26,013,013,007,0,012,007,007
100030125001000,20,016,013,003,0,013,003,003
100030125001001,80,016,013,003,0,013,003,003
100030125001002,54,016,013,003,0,013,003,003
100030125001003,37,016,013,003,0,013,003,003
100030125001004,100,016,013,003,0,013,003,003
100030125001005,50,016,013,003,0,013,003,003
100030125001006,0,016,013,003,0,013,003,003
100030125001007,7,016,013,003,0,013,003,003
100030125001008,7,016,013,003,0,013,003,003
100030125001009,27,016,013,003,0,013,003,003
100030125001010,0,016,013,003,0,013,003,003
100030125001011,33,016,013,003,0,013,003,003
100030125001012,6,016,013,003,0,013,003,003
100030125001013,24,016,013,003,0,013,003,003
100030125001014,44,016,013,003,0,013,003,003
100030125001015,6,016,013,003,0,013,003,003
100030125001016,91,016,013,003,0,013,003,003
100030125001017,24,016,013,003,0,013,003,003
100030125001018,0,016,013,003,0,013,003,003
100030125001019,0,016,013,003,0,013,003,003
100030125001020,31,016,013,003,0,013,003,003
100030125001021,29,016,013,003,0,013,003,003
100030125001022,8,016,013,003,0,013,003,003
100030125001023,3,016,013,003,0,013,003,003
100030125001024,50,016,013,003,0,013,003,003
100030125001025,48,016,013,003,0,013,003,003
100030125001026,21,016,013,003,0,013,003,003
100030125001027,13,016,013,003,0,013,003,003
100030125001028,28,016,013,003,0,013,003,003
100030125001029,29,016,013,003,0,013,003,003
100030125002000,0,016,013,007,0,013,007,007
100030125002001,408,016,013,007,0,013,007,007
100030125002002,0,016,013,007,0,013,007,007
100030125002003,0,016,013,007,0,013,007,007
100030125002004,0,016,013,007,0,013,007,007
100030125002005,27,016,013,007,0,013,007,007
100030125002006,39,016,013,007,0,013,007,007
100030125002007,0,016,013,007,0,013,003,003
100030125002008,0,016,013,007,0,013,003,003
100030125002009,0,016,013,007,0,013,003,003
100030125002010,84,016,013,007,0,013,007,007
100030125002011,60,013,013,007,0,013,007,007
100030125002012,58,013,013,007,0,013,007,007
100030125002013,29,013,013,007,0,013,007,007
100030125002014,37,016,013,007,0,013,007,007
100030125002015,24,013,013,007,0,013,007,007
100030125002016,48,013,013,007,0,013,007,007
100030125002017,38,013,013,007,0,013,007,007
100030125002018,28,013,013,007,0,013,007,007
100030125002019,57,013,013,007,0,013,007,007
100030125002020,50,013,013,007,0,013,007,007
100030125002021,0,013,013,007,0,013,003,003
100030125002022,0,013,013,007,0,013,003,003
100030125002023,0,016,013,007,0,013,003,003
100030125003000,6,016,013,007,0,013,007,007
100030125003001,0,016,013,007,0,013,007,007
100030125003002,120,013,013,007,0,013,007,007
100030125003003,63,013,013,007,0,013,007,007
100030125003004,43,013,013,007,0,013,007,007
100030125003005,43,013,013,007,0,013,007,007
100030125003006,47,013,013,007,0,013,007,007
100030125003007,47,013,013,007,0,013,007,007
100030125003008,43,013,013,007,0,013,007,007
100030125003009,30,013,013,007,0,013,007,007
100030125003010,97,013,013,007,0,013,007,007
100030125003011,19,013,013,007,0,013,007,007
100030125003012,36,013,013,007,0,013,007,007
100030125003013,38,013,013,007,0,013,007,007
100030125003014,31,013,013,007,0,013,007,007
100030125003015,43,013,013,007,0,013,007,007
100030125003016,71,013,013,007,0,013,007,007
100030125003017,62,013,013,007,0,013,007,007
100030125003018,13,013,013,007,0,013,007,007
100030125003019,32,013,013,007,0,013,007,007
100030125003020,27,013,013,007,0,013,007,007
100030125003021,21,013,013,007,0,013,007,007
100030125004000,0,013,013,007,0,013,003,003
100030125004001,93,013,013,007,0,013,007,007
100030125004002,67,013,013,007,0,013,007,007
100030125004003,64,013,013,007,0,013,007,007
100030125004004,145,013,013,007,0,013,007,007
100030125004005,59,013,013,007,0,013,007,007
100030125004006,57,013,013,007,0,013,007,007
100030125004007,106,013,013,007,0,013,007,007
100030125004008,0,013,013,007,0,013,003,013
100030125004009,85,013,013,007,0,013,007,007
100030125004010,41,013,013,007,0,013,007,007
100030125005000,58,013,013,007,0,013,007,007
100030125005001,63,013,013,007,0,013,007,007
100030125005002,63,013,013,007,0,013,007,007
100030125005003,54,013,013,007,0,013,007,007
100030125005004,54,013,013,007,0,013,007,007
100030125005005,59,013,013,007,0,013,007,007
100030125005006,56,013,013,007,0,013,007,007
100030125005007,60,013,013,007,0,013,007,007
100030125005008,40,013,013,007,0,013,007,007
100030125005009,43,013,013,007,0,013,007,007
100030125005010,57,013,013,007,0,013,007,007
100030125005011,31,013,013,007,0,013,007,007
100030125005012,31,013,013,007,0,013,007,007
100030125005013,22,013,013,007,0,013,007,007
100030125005014,51,013,013,007,0,013,007,007
100030125005015,0,013,013,007,0,013,003,003
100030125005016,39,013,013,007,0,013,007,007
100030125005017,17,013,013,007,0,013,007,007
100030125006000,86,013,013,007,0,013,007,007
100030125006001,31,013,013,007,0,013,007,007
100030125006002,29,013,013,007,0,013,007,007
100030125006003,106,013,013,007,0,013,007,007
100030125006004,86,013,013,007,0,013,007,007
100030125006005,110,013,013,007,0,013,007,007
100030125006006,62,013,013,007,0,013,007,007
100030125006007,220,013,013,007,0,013,007,007
100030125006008,25,013,013,007,0,013,007,007
100030125006009,15,013,013,007,0,013,007,007
100030125006010,4,013,013,007,0,013,007,007
100030125006011,12,013,013,007,0,013,007,007
100030125006012,14,013,013,007,0,013,007,007
100030125006013,43,013,013,007,0,013,007,007
100030125006014,0,013,013,007,0,013,007,007
100030125006015,79,013,013,007,0,013,007,007
100030125006016,98,013,013,007,0,013,007,007
100030125006017,86,013,013,007,0,013,007,007
100030126001000,169,013,013,007,0,013,007,007
100030126001001,0,013,013,007,0,013,007,007
100030126001002,0,013,013,007,0,013,007,007
100030126001003,15,013,013,007,0,019,007,007
100030126001004,84,013,013,007,0,019,007,007
100030126001005,103,013,013,007,0,019,007,007
100030126001006,56,013,013,007,0,019,007,007
100030126001007,102,013,013,007,0,019,007,007
100030126001008,67,013,013,007,0,019,007,007
100030126001009,50,013,013,007,0,019,007,007
100030126001010,88,013,013,007,0,019,007,007
100030126001011,61,013,013,007,0,019,007,007
100030126001012,39,013,013,007,0,019,007,007
100030126001013,115,013,013,007,0,019,007,007
100030126001014,4,013,013,007,0,019,007,007
100030126001015,31,013,013,007,0,019,007,007
100030126001016,35,013,013,007,0,019,007,007
100030126002000,0,013,013,007,0,013,007,007
100030126002001,66,013,013,007,0,013,007,007
100030126002002,46,013,013,007,0,013,007,007
100030126002003,62,013,013,007,0,019,007,007
100030126002004,34,013,013,007,0,019,007,007
100030126002005,45,013,013,007,0,013,007,007
100030126002006,37,013,013,007,0,013,007,007
100030126002007,34,013,013,007,0,013,007,007
100030126002008,35,013,013,007,0,013,007,007
100030126002009,66,013,013,007,0,013,007,007
100030126002010,20,013,013,007,0,013,007,007
100030126002011,43,013,013,007,0,013,007,007
100030126002012,56,013,013,007,0,013,007,007
100030126002013,54,013,013,007,0,013,007,007
100030126002014,49,013,013,007,0,019,007,007
100030126002015,83,013,013,007,0,019,007,007
100030126002016,56,013,019,007,0,019,007,007
100030126002017,16,013,013,007,0,019,007,007
100030126002018,14,013,013,007,0,019,007,007
100030126002019,32,013,013,007,0,013,007,007
100030126003000,0,013,013,007,0,013,003,013
100030126003001,29,013,013,007,0,013,007,007
100030126003002,30,013,013,007,0,013,007,007
100030126003003,0,013,013,007,0,013,007,007
100030126003004,24,013,013,007,0,013,007,007
100030126003005,44,013,013,007,0,013,007,007
100030126003006,50,013,013,007,0,013,007,007
100030126003007,34,013,013,007,0,013,007,007
100030126003008,48,013,013,007,0,013,007,007
100030126003009,47,013,013,007,0,013,007,007
100030126003010,49,013,013,007,0,013,007,007
100030126003011,36,013,013,007,0,013,007,007
100030126003012,37,013,013,007,0,013,007,007
100030126003013,35,013,013,007,0,013,007,007
100030126003014,41,013,013,007,0,013,007,007
100030126003015,39,013,013,007,0,013,007,007
100030126003016,33,013,013,007,0,019,007,007
100030126003017,19,013,013,007,0,019,007,007
100030126003018,35,013,019,007,0,019,007,007
100030126003019,9,013,019,007,0,019,007,007
100030126003020,23,013,013,007,0,019,007,007
100030126003021,31,013,013,007,0,019,007,007
100030126003022,63,013,013,007,0,019,007,007
100030126003023,29,013,013,007,0,013,007,007
100030126003024,28,013,013,007,0,013,007,007
100030126003025,36,013,013,007,0,013,007,007
100030126003026,0,013,013,007,0,013,007,007
100030126003027,0,013,013,007,0,019,007,007
100030126003028,0,013,013,007,0,019,007,007
100030126003029,17,013,013,007,0,019,007,007
100030126003030,0,013,013,007,0,019,007,007
100030126003031,5,013,013,007,0,019,007,007
100030126003032,18,013,013,007,0,019,007,007
100030126003033,0,013,019,007,0,019,007,007
100030126003034,0,013,013,007,0,019,007,007
100030126003035,10,013,013,007,0,019,007,007
100030126003036,10,013,013,007,0,019,007,007
100030127001000,0,012,013,007,0,019,007,007
100030127001001,29,012,013,007,0,019,007,007
100030127001002,0,012,019,007,0,019,007,007
100030127001003,4,019,019,009,0,019,009,009
100030127001004,731,019,019,009,0,019,009,009
100030127001005,20,019,019,009,0,019,009,009
100030127001006,6,019,019,009,0,019,009,009
100030127001007,53,019,019,009,0,019,009,009
100030127001008,23,019,019,009,0,019,009,009
100030127001009,57,019,019,009,0,019,009,009
100030127001010,0,019,019,009,0,019,009,009
100030127001011,22,019,019,009,0,019,009,009
100030127001012,35,019,019,009,0,019,009,009
100030127001013,17,019,019,009,0,019,009,009
100030127001014,90,019,019,009,0,019,009,009
100030127001015,66,019,019,009,0,019,009,009
100030127001016,0,019,019,009,0,019,009,009
100030127001017,0,019,013,009,0,019,007,007
100030127001018,0,013,013,007,0,019,007,007
100030127001019,74,019,019,009,0,019,009,009
100030127001020,8,019,019,009,0,019,009,009
100030127001021,27,019,019,009,0,019,009,009
100030127001022,29,019,019,009,0,019,009,009
100030127001023,5,019,019,009,0,019,009,009
100030127001024,56,019,019,009,0,019,009,009
100030127001025,32,019,019,009,0,019,009,009
100030127001026,63,019,019,009,0,019,009,009
100030127001027,0,019,019,009,0,019,009,009
100030127001028,76,019,019,009,0,019,009,009
100030127001029,29,019,019,009,0,019,009,009
100030127001030,22,019,019,009,0,019,009,009
100030127001031,24,019,019,009,0,019,009,009
100030127002000,0,019,019,009,0,019,009,009
100030127002001,0,019,019,009,0,019,009,009
100030127002002,48,019,019,009,0,019,009,009
100030127002003,47,019,019,009,0,019,009,009
100030127002004,34,019,019,009,0,019,009,009
100030127002005,33,019,019,009,0,019,009,009
100030127002006,30,019,019,009,0,019,009,009
100030127002007,19,019,019,009,0,019,009,009
100030127002008,21,019,019,009,0,019,009,009
100030127002009,20,019,019,009,0,019,009,009
100030127002010,14,019,019,009,0,019,009,009
100030127002011,0,019,019,009,0,019,009,009
100030127002012,5,019,019,009,0,019,009,009
100030127002013,0,019,019,009,0,019,009,009
100030127002014,72,019,019,009,0,019,009,009
100030127002015,53,019,019,009,0,019,009,009
100030127002016,25,019,019,009,0,019,009,009
100030127002017,29,019,019,009,0,019,009,009
100030127002018,43,019,019,009,0,019,009,009
100030127002019,51,019,019,009,0,019,009,009
100030127002020,40,019,019,009,0,019,009,009
100030127002021,23,019,019,009,0,019,009,009
100030127002022,0,019,019,009,0,019,009,009
100030127002023,0,019,019,009,0,019,009,009
100030127002024,0,019,019,009,0,019,009,009
100030127002025,0,019,019,009,0,019,009,009
100030127003000,0,018,017,009,0,018,009,009
100030127003001,50,019,019,009,0,019,009,009
100030127003002,0,019,019,009,0,019,009,009
100030127003003,0,018,017,009,0,018,009,009
100030127003004,0,018,017,009,0,018,009,009
100030127003005,0,019,019,009,0,019,009,009
100030127003006,4,019,019,009,0,019,009,009
100030127003007,0,019,019,009,0,019,009,009
100030127003008,0,019,019,009,0,019,009,009
100030127003009,227,019,019,009,0,019,009,009
100030127003010,15,019,019,009,0,019,009,009
100030127003011,37,019,019,009,0,019,009,009
100030127003012,0,019,019,009,0,019,009,009
100030127003013,4,019,019,009,0,019,009,009
100030127003014,0,019,019,009,0,019,009,009
100030127003015,0,019,019,009,0,019,009,009
100030127003016,0,019,019,009,0,019,009,009
100030127003017,0,019,019,009,0,019,009,009
100030127003018,0,019,019,009,0,019,009,009
100030127003019,9,019,019,009,0,019,009,009
100030127003020,46,019,019,009,0,019,009,009
100030127003021,27,019,019,009,0,019,009,009
100030127003022,32,019,019,009,0,019,009,009
100030127003023,51,019,019,009,0,019,009,009
100030127003024,77,019,019,009,0,019,009,009
100030127003025,87,019,019,009,0,019,009,009
100030127003026,140,019,019,009,0,019,009,009
100030127003027,7,019,019,009,0,019,009,009
100030127003028,83,019,019,009,0,019,009,009
100030127003029,73,019,019,009,0,019,009,009
100030127004000,83,019,019,009,0,019,009,009
100030127004001,63,019,019,009,0,019,009,009
100030127004002,44,019,019,009,0,019,009,009
100030127004003,98,019,019,009,0,019,009,009
100030127004004,21,019,019,009,0,019,009,009
100030127004005,62,019,019,009,0,019,009,009
100030127004006,30,019,019,009,0,019,009,009
100030127004007,23,019,019,009,0,019,009,009
100030127004008,59,019,019,009,0,019,009,009
100030127004009,0,019,019,009,0,019,009,009
100030127004010,36,019,019,009,0,019,009,009
100030127004011,85,019,019,009,0,019,009,009
100030127004012,10,019,019,009,0,019,009,009
100030127004013,50,019,019,009,0,019,009,009
100030127005000,0,019,019,009,0,019,007,007
100030127005001,0,019,019,009,0,019,007,007
100030127005002,0,019,019,009,0,019,007,007
100030127005003,0,019,019,009,0,019,007,007
100030127005004,0,019,019,009,0,019,007,007
100030127005005,0,019,019,009,0,019,007,007
100030127005006,0,019,019,009,0,019,009,009
100030127005007,24,019,019,009,0,019,009,009
100030127005008,0,019,019,009,0,019,009,009
100030127005009,43,019,019,009,0,019,009,009
100030127005010,0,019,019,009,0,019,007,007
100030127005011,0,019,019,009,0,019,009,009
100030127005012,78,019,019,009,0,019,009,009
100030127005013,19,019,019,009,0,019,009,009
100030127005014,107,019,019,009,0,019,009,009
100030127005015,0,019,019,009,0,019,009,009
100030127005016,0,019,019,009,0,019,009,009
100030127005017,0,019,019,009,0,019,009,009
100030127005018,3,019,019,009,0,019,009,009
100030127005019,115,019,019,009,0,019,009,009
100030127005020,51,019,019,009,0,019,009,009
100030127005021,0,019,019,009,0,019,007,007
100030127005022,0,019,019,009,0,019,007,007
100030127005023,0,019,019,009,0,019,007,007
100030127005024,0,019,019,009,0,019,007,007
100030127005025,0,019,019,009,0,019,007,007
100030127005026,0,019,019,009,0,019,007,007
100030127005027,1,019,019,009,0,019,009,009
100030127005028,20,019,019,009,0,019,009,009
100030127005029,0,019,019,009,0,019,007,007
100030127005030,0,019,019,009,0,019,007,007
100030127005031,0,019,019,009,0,019,007,007
100030127005032,0,019,019,009,0,019,007,007
100030127005033,0,019,019,009,0,019,007,007
100030127005034,0,019,019,009,0,019,007,007
100030127005035,0,019,019,009,0,019,009,009
100030127005036,24,019,019,009,0,019,009,009
100030127005037,40,019,019,009,0,019,009,009
100030127005038,28,019,019,009,0,019,009,009
100030127005039,30,019,019,009,0,019,009,009
100030127005040,0,019,017,009,0,019,009,009
100030129001000,0,003,002,013,0,002,003,003
100030129001001,0,003,002,013,0,002,003,003
100030129001002,0,003,002,013,0,002,003,003
100030129001003,0,003,002,013,0,016,003,013
100030129001004,0,003,002,013,0,002,003,003
100030129001005,0,016,002,013,0,013,003,003
100030129001006,347,016,002,003,0,013,003,003
100030129001007,85,016,002,003,0,013,003,003
100030129001008,0,016,002,003,0,013,003,003
100030129001009,277,016,002,003,0,013,003,003
100030129001010,38,016,002,003,0,013,003,003
100030129001011,139,016,002,003,0,013,003,003
100030129001012,10,003,002,003,0,013,003,003
100030129001013,13,003,002,003,0,013,003,003
100030129001014,23,003,002,003,0,013,003,003
100030129001015,27,003,002,003,0,013,003,003
100030129001016,162,016,002,003,0,013,003,003
100030129001017,20,003,002,003,0,013,003,003
100030129001018,22,003,002,003,0,013,003,003
100030129001019,0,003,002,013,0,002,003,003
100030129001020,0,003,002,013,0,016,003,013
100030129001021,0,003,002,013,0,016,003,013
100030129001022,642,016,002,003,0,013,003,003
100030129001023,216,016,002,003,0,013,003,003
100030129001024,0,003,002,013,0,016,003,013
100030129001025,0,003,002,013,0,016,003,013
100030129001026,0,003,002,013,0,016,003,013
100030129001027,0,003,002,003,0,002,003,003
100030129001028,0,003,002,013,0,002,003,003
100030129001029,0,003,002,013,0,002,003,003
100030129001030,66,016,002,003,0,013,003,003
100030129001031,70,016,002,003,0,013,003,003
100030129001032,0,003,002,013,0,002,003,003
100030129001033,0,003,002,003,0,002,003,003
100030129001034,0,003,002,003,0,002,003,003
100030129001035,0,003,016,013,0,016,013,013
100030129001036,0,003,016,013,0,016,013,013
100030129001037,0,003,002,013,0,016,003,013
100030129002000,2,016,002,013,0,013,003,003
100030129002001,169,016,002,013,0,013,003,003
100030129002002,77,016,002,013,0,013,003,003
100030129002003,17,016,002,013,0,013,003,003
100030129002004,10,016,002,013,0,013,003,003
100030129002005,85,016,002,013,0,013,003,003
100030129002006,67,016,002,013,0,013,003,003
100030129002007,15,016,002,013,0,013,003,003
100030129002008,78,016,002,013,0,013,003,003
100030129002009,36,016,002,013,0,013,003,003
100030129002010,63,016,002,013,0,013,003,003
100030129002011,52,016,002,013,0,013,003,003
100030129002012,46,016,002,013,0,013,003,013
100030129002013,284,016,002,013,0,013,003,003
100030129002014,38,016,002,013,0,013,003,003
100030129002015,24,016,002,013,0,013,003,003
100030129002016,55,016,002,013,0,013,003,013
100030129002017,0,016,002,013,0,013,003,013
100030129002018,83,016,002,013,0,013,003,013
100030129002019,0,016,002,013,0,013,003,013
100030129002020,0,016,002,013,0,013,003,003
100030129003000,0,003,002,013,0,016,003,013
100030129003001,0,003,002,013,0,016,003,013
100030129003002,0,003,002,013,0,016,003,013
100030129003003,0,016,002,013,0,017,003,013
100030129003004,0,016,002,013,0,017,003,013
100030129003005,0,003,002,013,0,016,003,013
100030129003006,0,003,002,013,0,016,003,013
100030129003007,0,003,002,013,0,016,003,013
100030129003008,9,016,002,013,0,013,003,013
100030129003009,0,016,013,013,0,013,003,013
100030129003010,192,013,013,013,0,013,007,007
100030129003011,59,013,013,013,0,019,007,007
100030129003012,45,013,013,013,0,013,007,007
100030129003013,20,013,013,013,0,019,007,007
100030129003014,39,013,013,013,0,019,007,007
100030129003015,6,013,013,013,0,019,007,007
100030129003016,25,013,013,013,0,019,007,007
100030129003017,0,019,019,009,0,019,007,007
100030129003018,39,019,019,009,0,019,007,007
100030129003019,0,019,019,009,0,019,007,007
100030129003020,0,019,013,009,0,019,007,007
100030129003021,18,019,013,009,0,019,007,007
100030129003022,0,019,013,009,0,019,007,007
100030129003023,30,019,019,009,0,019,007,007
100030129003024,62,019,019,009,0,019,007,007
100030129003025,0,019,019,009,0,019,007,007
100030129003026,19,019,019,009,0,019,007,007
100030129003027,38,019,019,009,0,019,007,007
100030129003028,35,019,019,009,0,019,007,007
100030129003029,43,019,019,009,0,019,007,007
100030129003030,22,019,019,009,0,019,007,007
100030129003031,5,019,019,009,0,019,007,007
100030129003032,33,019,019,009,0,019,007,007
100030129003033,50,019,019,009,0,019,007,007
100030129003034,0,019,019,009,0,019,007,007
100030129003035,5,019,019,009,0,019,007,007
100030129003036,31,013,013,013,0,019,007,007
100030129003037,31,013,013,013,0,019,007,007
100030129003038,248,013,013,013,0,019,007,007
100030129003039,3,013,013,013,0,019,007,007
100030129003040,17,019,019,009,0,019,007,007
100030129003041,60,019,019,009,0,019,007,007
100030129003042,70,013,013,013,0,019,007,007
100030129003043,0,016,013,013,0,017,003,013
100030129003044,0,016,013,013,0,017,003,013
100030129003045,0,019,013,009,0,017,003,013
100030129003046,0,016,013,013,0,017,003,013
100030129003047,0,016,013,013,0,017,003,013
100030129003048,0,016,013,013,0,017,003,013
100030129003049,0,016,002,013,0,017,003,013
100030129003050,0,016,002,013,0,017,003,013
100030129003051,38,013,013,013,0,019,007,007
100030129003052,7,019,019,009,0,019,007,007
100030129003053,62,013,013,013,0,019,007,007
100030129003054,0,016,013,013,0,017,003,013
100030129003055,0,016,013,013,0,017,003,013
100030129003056,0,016,013,013,0,017,003,013
100030129003057,0,016,013,013,0,017,003,013
100030129003058,1,016,019,013,0,019,007,007
100030129003059,0,016,019,013,0,019,007,007
100030129003060,0,016,019,013,0,019,007,007
100030129003061,0,016,019,013,0,019,007,007
100030129003062,0,019,019,009,0,019,007,007
100030129003063,0,019,019,009,0,019,007,007
100030129003064,0,016,019,013,0,019,007,007
100030129003065,0,016,019,013,0,019,007,007
100030129003066,0,016,019,013,0,019,007,007
100030129003067,0,019,019,009,0,019,007,007
100030129003068,0,016,013,013,0,017,003,013
100030129003069,0,019,019,009,0,019,007,007
100030129003070,0,019,019,009,0,019,007,007
100030130001000,26,019,019,008,0,019,007,008
100030130001001,64,019,019,008,0,019,007,008
100030130001002,109,019,019,008,0,019,007,008
100030130001003,18,019,019,008,0,019,007,008
100030130001004,114,019,019,008,0,019,007,008
100030130001005,107,019,019,008,0,019,007,008
100030130001006,47,019,019,008,0,019,007,008
100030130001007,45,019,019,008,0,019,007,008
100030130001008,24,019,019,008,0,019,007,008
100030130001009,53,019,019,008,0,019,007,008
100030130001010,19,019,019,008,0,019,007,008
100030130001011,31,019,019,008,0,019,007,008
100030130001012,42,019,019,008,0,019,007,008
100030130001013,78,019,019,008,0,019,007,008
100030130001014,50,019,019,008,0,019,007,008
100030130001015,11,019,019,008,0,019,007,008
100030130001016,48,019,019,008,0,019,007,008
100030130001017,37,019,019,008,0,019,007,008
100030130001018,41,019,019,008,0,019,007,008
100030130001019,48,019,019,008,0,019,007,008
100030130002000,163,019,019,008,0,019,007,008
100030130002001,56,019,019,008,0,019,007,008
100030130002002,58,019,019,008,0,019,007,008
100030130002003,58,019,019,008,0,019,007,008
100030130002004,17,019,019,008,0,019,007,008
100030130002005,27,019,019,008,0,019,007,008
100030130002006,26,019,019,008,0,019,007,008
100030130002007,95,019,019,008,0,019,007,008
100030130002008,62,019,019,008,0,019,007,008
100030130002009,12,019,019,008,0,019,007,008
100030130002010,60,019,019,008,0,019,007,008
100030130002011,38,019,019,008,0,019,007,008
100030130002012,39,019,019,008,0,019,007,008
100030130002013,31,019,019,008,0,019,007,008
100030130002014,6,019,019,008,0,019,007,008
100030130002015,26,019,019,008,0,019,007,008
100030130002016,0,019,019,008,0,019,007,008
100030130002017,37,019,019,008,0,019,007,008
100030131001000,0,012,019,007,0,012,007,007
100030131001001,0,012,019,007,0,012,007,007
100030131001002,179,012,019,007,0,012,007,007
100030131001003,92,012,019,007,0,012,007,007
100030131001004,0,012,019,007,0,012,007,007
100030131001005,197,012,019,007,0,012,007,007
100030131001006,0,012,019,007,0,012,007,007
100030131001007,8,019,019,008,0,019,007,008
100030131001008,314,019,019,008,0,019,007,008
100030131001009,18,019,019,008,0,019,007,008
100030131001010,50,019,019,008,0,019,007,008
100030131001011,17,019,019,008,0,019,007,008
100030131001012,39,019,019,008,0,019,007,008
100030131001013,93,019,019,008,0,019,007,008
100030131001014,78,019,019,008,0,019,007,008
100030131001015,12,019,019,008,0,019,007,008
100030131001016,61,019,019,008,0,019,007,008
100030131001017,0,019,019,008,0,019,007,008
100030131001018,0,020,019,008,0,020,007,008
100030131002000,207,019,019,008,0,019,007,008
100030131002001,31,019,019,008,0,019,007,008
100030131002002,31,019,019,008,0,019,007,008
100030131002003,36,019,019,008,0,019,007,008
100030131002004,39,019,019,008,0,019,007,008
100030131002005,34,019,019,008,0,019,007,008
100030131002006,62,019,019,008,0,019,007,008
100030131002007,220,019,019,008,0,019,007,008
100030131002008,29,019,019,008,0,019,007,008
100030131002009,39,019,019,008,0,019,007,008
100030131002010,22,019,019,008,0,019,007,008
100030131002011,34,019,019,008,0,019,007,008
100030131003000,187,020,019,008,0,020,007,008
100030131003001,43,020,019,008,0,020,007,008
100030131003002,82,020,019,008,0,020,007,008
100030131003003,49,020,019,008,0,020,007,008
100030131003004,65,020,019,008,0,020,007,008
100030131003005,158,020,019,008,0,020,007,008
100030131003006,76,020,019,008,0,020,007,008
100030131003007,0,020,019,008,0,020,007,008
100030132001000,262,012,019,007,0,012,007,007
100030132001001,4,012,019,007,0,012,007,007
100030132001002,15,012,019,007,0,012,007,007
100030132001003,10,012,019,007,0,012,007,007
100030132001004,50,012,019,007,0,012,007,007
100030132001005,52,012,019,007,0,012,007,007
100030132001006,62,019,019,008,0,019,007,008
100030132001007,263,019,019,008,0,019,007,008
100030132001008,148,019,019,008,0,019,007,008
100030132001009,16,012,019,007,0,012,007,007
100030132002000,121,019,019,008,0,019,007,008
100030132002001,95,019,019,008,0,019,007,008
100030132002002,84,019,019,008,0,019,007,008
100030132002003,142,019,019,008,0,019,007,008
100030132002004,125,019,019,008,0,019,007,008
100030132002005,202,019,019,008,0,019,007,008
100030132002006,0,019,019,008,0,019,007,008
100030132002007,34,019,019,008,0,019,007,008
100030132002008,0,019,019,008,0,019,007,008
100030132002009,0,019,019,008,0,019,007,008
100030132003000,800,019,019,008,0,019,007,008
100030132003001,64,019,019,008,0,019,007,008
100030132003002,82,019,019,008,0,019,007,008
100030132003003,66,019,019,008,0,019,007,008
100030132003004,0,019,019,008,0,019,007,008
100030133001000,133,020,019,008,0,020,007,008
100030133001001,112,020,019,008,0,020,007,008
100030133001002,46,020,019,008,0,020,007,008
100030133001003,56,020,019,008,0,020,007,008
100030133001004,280,020,019,008,0,020,007,008
100030133001005,47,020,019,008,0,020,007,008
100030133001006,67,020,019,008,0,020,007,008
100030133001007,72,020,019,008,0,020,007,008
100030133001008,80,020,019,008,0,020,007,008
100030133001009,5,019,019,008,0,019,007,008
100030133001010,0,019,019,008,0,019,007,008
100030133001011,29,020,019,008,0,020,007,008
100030133001012,33,020,019,008,0,020,007,008
100030133001013,31,020,019,008,0,020,007,008
100030133001014,0,020,019,008,0,020,007,008
100030133001015,0,020,019,008,0,020,007,008
100030133001016,0,020,019,008,0,020,007,008
100030133001017,0,020,019,008,0,020,007,008
100030133001018,0,020,019,008,0,020,007,008
100030133001019,0,019,019,008,0,019,007,008
100030133001020,0,020,019,008,0,020,007,008
100030133002000,50,020,019,008,0,020,007,008
100030133002001,74,020,019,008,0,020,007,008
100030133002002,16,020,019,008,0,020,007,008
100030133002003,0,020,019,008,0,020,007,008
100030133002004,79,020,019,008,0,020,007,008
100030133002005,76,020,019,008,0,020,007,008
100030133002006,121,020,019,008,0,020,007,008
100030133002007,33,021,021,009,0,021,009,009
100030133002008,43,021,021,009,0,021,009,009
100030133002009,125,021,021,009,0,021,009,009
