GEOID10,pop,sldl_2017,sldl_2000,sldu_2017,sldu_2000,sldl_2013,sldu_2018,sldl_2018,cd_2003,sldu_2014,sldl_2010,sldl_2014,sldu_2013,sldu_2010,sldl_2015
020500001001124,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001109,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005036,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001151,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001002024,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001168,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005030,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005094,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001130,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001000,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005016,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005095,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005099,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005028,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005101,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004109,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005040,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005054,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005060,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006015,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001018,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001010,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006024,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004067,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004061,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004019,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004064,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004146,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001042,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004020,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004010,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004065,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004070,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004043,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004021,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004002,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004006,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004014,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004066,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004003,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004155,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001098,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002004,523,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004077,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004028,31,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002000,66,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002003,55,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004017,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002014,15,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002021,23,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002015,14,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002022,60,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002023,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002007,121,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002003008,64,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002006,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004030,6,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002003007,8,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004041,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003218,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004009,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003197,113,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002002012,87,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004035,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004030,57,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004017,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001087,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003196,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004023,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004153,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004013,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002001040,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001004,34,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002003009,119,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002003000,104,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004040,49,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002003004,90,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002003003,65,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002003005,41,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004010,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004026,63,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004029,22,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004016,107,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004011,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004014,34,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001199,5,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004036,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004012,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004025,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004043,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004116,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004035,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004129,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004016,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001198,130,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001018,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004034,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001030,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003163,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004009,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004031,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001012,112,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001202,22,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004006,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003155,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002007,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003137,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003131,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003152,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003154,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003203,19,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003180,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003178,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003182,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003188,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004000,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003183,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003176,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003186,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003212,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003175,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003240,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003245,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003242,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004142,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003227,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003243,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003190,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003292,15,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003257,46,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003291,10,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003244,13,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003281,2,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003262,39,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003248,30,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003282,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003283,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003289,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003287,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003285,14,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003246,37,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003134,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003195,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003198,10,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003236,26,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002002011,54,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002016,36,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002018,30,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001002155,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002050,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005154,17,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001002,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500003001118,60,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004057,47,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001197,35,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005112,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004086,192,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003106,3,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006021,279,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004039,3,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003237,42,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002001041,407,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003065,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003023,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003007,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002005,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002010,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003024,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002033,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003146,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003014,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003028,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003130,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500003001094,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002064,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500003001095,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003115,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500003001079,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500003001078,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003108,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006137,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006119,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004148,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005013,273,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004046,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006123,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001002013,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004052,234,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006096,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006006,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006026,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006019,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001002002,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002004,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003140,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003013,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003019,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003119,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001079,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003017,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006062,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003037,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006139,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003092,9,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001207,49,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002151,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001205,88,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003025,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002075,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006037,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001206,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002076,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004013,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006058,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006090,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004002,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001003,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003116,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001184,0,038,038,00S,S,038,00S,038,0.0,00S,038,038,00S,00S,038
020500001002008,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002071,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002069,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002074,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002104,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002129,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006045,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006049,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001001,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003162,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004034,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004036,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004026,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003144,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003167,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003135,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003189,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003153,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004033,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004008,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005042,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005031,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005034,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005109,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004098,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004081,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005000,26,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005072,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500003001092,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004025,135,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005062,260,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004092,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005061,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005055,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005104,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005091,242,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005052,121,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005043,17,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006034,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006152,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003158,109,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005096,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006156,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001156,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001002077,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004117,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004018,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001129,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002004038,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001004028,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004027,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002001000,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002001031,30,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006138,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003040,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004068,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006084,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001005024,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003093,6,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004012,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003149,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003059,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001149,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001150,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003288,1,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004135,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002048,3,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002121,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001002153,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005130,33,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001005139,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003102,11,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001203,27,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004024,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002004015,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002005,25,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001038,77,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002002020,51,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001015,65,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001024,27,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006007,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001080,27,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006067,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001016,0,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001121,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001144,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001102,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001141,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001160,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001173,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001001138,0,038,038,00S,S,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003113,0,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001006076,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001006113,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500001003204,0,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001001194,50,038,038,00S,S,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003091,15,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003080,101,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003086,5,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003085,5,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001003082,11,038,036,00S,R,036,00S,038,0.0,00S,038,038,00R,00S,038
020500001004056,49,038,039,00S,T,036,00S,038,0.0,00S,038,038,00R,00S,038
020500002002013,46,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
020500002001008,0,038,039,00S,T,037,00S,038,0.0,00S,038,038,00S,00S,038
